size,density,noise_level,start,goal,bellman_ford_path,bellman_ford_cost
50,1.0,0.5,8,48,,inf
50,1.0,0.5,8,49,,inf
50,1.0,0.5,9,10,,inf
50,1.0,0.5,9,11,,inf
50,1.0,0.5,9,12,,inf
50,1.0,0.5,9,13,,inf
50,1.0,0.5,9,14,,inf
50,1.0,0.5,9,15,,inf
50,1.0,0.5,9,16,,inf
50,1.0,0.5,9,17,,inf
50,1.0,0.5,9,18,,inf
50,1.0,0.5,9,19,,inf
50,1.0,0.5,9,20,,inf
50,1.0,0.5,9,21,,inf
50,1.0,0.5,9,22,,inf
50,1.0,0.5,9,23,,inf
50,1.0,0.5,9,24,,inf
50,1.0,0.5,9,25,,inf
50,1.0,0.5,9,26,,inf
50,1.0,0.5,9,27,,inf
50,1.0,0.5,9,28,,inf
50,1.0,0.5,9,29,,inf
50,1.0,0.5,9,30,,inf
50,1.0,0.5,9,31,,inf
50,1.0,0.5,9,32,,inf
50,1.0,0.5,9,33,,inf
50,1.0,0.5,9,34,,inf
50,1.0,0.5,9,35,,inf
50,1.0,0.5,9,36,,inf
50,1.0,0.5,9,37,,inf
50,1.0,0.5,9,38,,inf
50,1.0,0.5,9,39,,inf
50,1.0,0.5,9,40,,inf
50,1.0,0.5,9,41,,inf
50,1.0,0.5,9,42,,inf
50,1.0,0.5,9,43,,inf
50,1.0,0.5,9,44,,inf
50,1.0,0.5,9,45,,inf
50,1.0,0.5,9,46,,inf
50,1.0,0.5,9,47,,inf
50,1.0,0.5,9,48,,inf
50,1.0,0.5,9,49,,inf
50,1.0,0.5,10,11,,inf
50,1.0,0.5,10,12,,inf
50,1.0,0.5,10,13,,inf
50,1.0,0.5,10,14,,inf
50,1.0,0.5,10,15,,inf
50,1.0,0.5,10,16,,inf
50,1.0,0.5,10,17,,inf
50,1.0,0.5,10,18,,inf
50,1.0,0.5,10,19,,inf
50,1.0,0.5,10,20,,inf
50,1.0,0.5,10,21,,inf
50,1.0,0.5,10,22,,inf
50,1.0,0.5,10,23,,inf
50,1.0,0.5,10,24,,inf
50,1.0,0.5,10,25,,inf
50,1.0,0.5,10,26,,inf
50,1.0,0.5,10,27,,inf
50,1.0,0.5,10,28,,inf
50,1.0,0.5,10,29,,inf
50,1.0,0.5,10,30,,inf
50,1.0,0.5,10,31,,inf
50,1.0,0.5,10,32,,inf
50,1.0,0.5,10,33,,inf
50,1.0,0.5,10,34,,inf
50,1.0,0.5,10,35,,inf
50,1.0,0.5,10,36,,inf
50,1.0,0.5,10,37,,inf
50,1.0,0.5,10,38,,inf
50,1.0,0.5,10,39,,inf
50,1.0,0.5,10,40,,inf
50,1.0,0.5,10,41,,inf
50,1.0,0.5,10,42,,inf
50,1.0,0.5,10,43,,inf
50,1.0,0.5,10,44,,inf
50,1.0,0.5,10,45,,inf
50,1.0,0.5,10,46,,inf
50,1.0,0.5,10,47,,inf
50,1.0,0.5,10,48,,inf
50,1.0,0.5,10,49,,inf
50,1.0,0.5,11,12,,inf
50,1.0,0.5,11,13,,inf
50,1.0,0.5,11,14,,inf
50,1.0,0.5,11,15,,inf
50,1.0,0.5,11,16,,inf
50,1.0,0.5,11,17,,inf
50,1.0,0.5,11,18,,inf
50,1.0,0.5,11,19,,inf
50,1.0,0.5,11,20,,inf
50,1.0,0.5,11,21,,inf
50,1.0,0.5,11,22,,inf
50,1.0,0.5,11,23,,inf
50,1.0,0.5,11,24,,inf
50,1.0,0.5,11,25,,inf
50,1.0,0.5,11,26,,inf
50,1.0,0.5,11,27,,inf
50,1.0,0.5,11,28,,inf
50,1.0,0.5,11,29,,inf
50,1.0,0.5,11,30,,inf
50,1.0,0.5,11,31,,inf
50,1.0,0.5,11,32,,inf
50,1.0,0.5,11,33,,inf
50,1.0,0.5,11,34,,inf
50,1.0,0.5,11,35,,inf
50,1.0,0.5,11,36,,inf
50,1.0,0.5,11,37,,inf
50,1.0,0.5,11,38,,inf
50,1.0,0.5,11,39,,inf
50,1.0,0.5,11,40,,inf
50,1.0,0.5,11,41,,inf
50,1.0,0.5,11,42,,inf
50,1.0,0.5,11,43,,inf
50,1.0,0.5,11,44,,inf
50,1.0,0.5,11,45,,inf
50,1.0,0.5,11,46,,inf
50,1.0,0.5,11,47,,inf
50,1.0,0.5,11,48,,inf
50,1.0,0.5,11,49,,inf
50,1.0,0.5,12,13,,inf
50,1.0,0.5,12,14,,inf
50,1.0,0.5,12,15,,inf
50,1.0,0.5,12,16,,inf
50,1.0,0.5,12,17,,inf
50,1.0,0.5,12,18,,inf
50,1.0,0.5,12,19,,inf
50,1.0,0.5,12,20,,inf
50,1.0,0.5,12,21,,inf
50,1.0,0.5,12,22,,inf
50,1.0,0.5,12,23,,inf
50,1.0,0.5,12,24,,inf
50,1.0,0.5,12,25,,inf
50,1.0,0.5,12,26,,inf
50,1.0,0.5,12,27,,inf
50,1.0,0.5,12,28,,inf
50,1.0,0.5,12,29,,inf
50,1.0,0.5,12,30,,inf
50,1.0,0.5,12,31,,inf
50,1.0,0.5,12,32,,inf
50,1.0,0.5,12,33,,inf
50,1.0,0.5,12,34,,inf
50,1.0,0.5,12,35,,inf
50,1.0,0.5,12,36,,inf
50,1.0,0.5,12,37,,inf
50,1.0,0.5,12,38,,inf
50,1.0,0.5,12,39,,inf
50,1.0,0.5,12,40,,inf
50,1.0,0.5,12,41,,inf
50,1.0,0.5,12,42,,inf
50,1.0,0.5,12,43,,inf
50,1.0,0.5,12,44,,inf
50,1.0,0.5,12,45,,inf
50,1.0,0.5,12,46,,inf
50,1.0,0.5,12,47,,inf
50,1.0,0.5,12,48,,inf
50,1.0,0.5,12,49,,inf
50,1.0,0.5,13,14,,inf
50,1.0,0.5,13,15,,inf
50,1.0,0.5,13,16,,inf
50,1.0,0.5,13,17,,inf
50,1.0,0.5,13,18,,inf
50,1.0,0.5,13,19,,inf
50,1.0,0.5,13,20,,inf
50,1.0,0.5,13,21,,inf
50,1.0,0.5,13,22,,inf
50,1.0,0.5,13,23,,inf
50,1.0,0.5,13,24,,inf
50,1.0,0.5,13,25,,inf
50,1.0,0.5,13,26,,inf
50,1.0,0.5,13,27,,inf
50,1.0,0.5,13,28,,inf
50,1.0,0.5,13,29,,inf
50,1.0,0.5,13,30,,inf
50,1.0,0.5,13,31,,inf
50,1.0,0.5,13,32,,inf
50,1.0,0.5,13,33,,inf
50,1.0,0.5,13,34,,inf
50,1.0,0.5,13,35,,inf
50,1.0,0.5,13,36,,inf
50,1.0,0.5,13,37,,inf
50,1.0,0.5,13,38,,inf
50,1.0,0.5,13,39,,inf
50,1.0,0.5,13,40,,inf
50,1.0,0.5,13,41,,inf
50,1.0,0.5,13,42,,inf
50,1.0,0.5,13,43,,inf
50,1.0,0.5,13,44,,inf
50,1.0,0.5,13,45,,inf
50,1.0,0.5,13,46,,inf
50,1.0,0.5,13,47,,inf
50,1.0,0.5,13,48,,inf
50,1.0,0.5,13,49,,inf
50,1.0,0.5,14,15,,inf
50,1.0,0.5,14,16,,inf
50,1.0,0.5,14,17,,inf
50,1.0,0.5,14,18,,inf
50,1.0,0.5,14,19,,inf
50,1.0,0.5,14,20,,inf
50,1.0,0.5,14,21,,inf
50,1.0,0.5,14,22,,inf
50,1.0,0.5,14,23,,inf
50,1.0,0.5,14,24,,inf
50,1.0,0.5,14,25,,inf
50,1.0,0.5,14,26,,inf
50,1.0,0.5,14,27,,inf
50,1.0,0.5,14,28,,inf
50,1.0,0.5,14,29,,inf
50,1.0,0.5,14,30,,inf
50,1.0,0.5,14,31,,inf
50,1.0,0.5,14,32,,inf
50,1.0,0.5,14,33,,inf
50,1.0,0.5,14,34,,inf
50,1.0,0.5,14,35,,inf
50,1.0,0.5,14,36,,inf
50,1.0,0.5,14,37,,inf
50,1.0,0.5,14,38,,inf
50,1.0,0.5,14,39,,inf
50,1.0,0.5,14,40,,inf
50,1.0,0.5,14,41,,inf
50,1.0,0.5,14,42,,inf
50,1.0,0.5,14,43,,inf
50,1.0,0.5,14,44,,inf
50,1.0,0.5,14,45,,inf
50,1.0,0.5,14,46,,inf
50,1.0,0.5,14,47,,inf
50,1.0,0.5,14,48,,inf
50,1.0,0.5,14,49,,inf
50,1.0,0.5,15,16,,inf
50,1.0,0.5,15,17,,inf
50,1.0,0.5,15,18,,inf
50,1.0,0.5,15,19,,inf
50,1.0,0.5,15,20,,inf
50,1.0,0.5,15,21,,inf
50,1.0,0.5,15,22,,inf
50,1.0,0.5,15,23,,inf
50,1.0,0.5,15,24,,inf
50,1.0,0.5,15,25,,inf
50,1.0,0.5,15,26,,inf
50,1.0,0.5,15,27,,inf
50,1.0,0.5,15,28,,inf
50,1.0,0.5,15,29,,inf
50,1.0,0.5,15,30,,inf
50,1.0,0.5,15,31,,inf
50,1.0,0.5,15,32,,inf
50,1.0,0.5,15,33,,inf
50,1.0,0.5,15,34,,inf
50,1.0,0.5,15,35,,inf
50,1.0,0.5,15,36,,inf
50,1.0,0.5,15,37,,inf
50,1.0,0.5,15,38,,inf
50,1.0,0.5,15,39,,inf
50,1.0,0.5,15,40,,inf
50,1.0,0.5,15,41,,inf
50,1.0,0.5,15,42,,inf
50,1.0,0.5,15,43,,inf
50,1.0,0.5,15,44,,inf
50,1.0,0.5,15,45,,inf
50,1.0,0.5,15,46,,inf
50,1.0,0.5,15,47,,inf
50,1.0,0.5,15,48,,inf
50,1.0,0.5,15,49,,inf
50,1.0,0.5,16,17,,inf
50,1.0,0.5,16,18,,inf
50,1.0,0.5,16,19,,inf
50,1.0,0.5,16,20,,inf
50,1.0,0.5,16,21,,inf
50,1.0,0.5,16,22,,inf
50,1.0,0.5,16,23,,inf
50,1.0,0.5,16,24,,inf
50,1.0,0.5,16,25,,inf
50,1.0,0.5,16,26,,inf
50,1.0,0.5,16,27,,inf
50,1.0,0.5,16,28,,inf
50,1.0,0.5,16,29,,inf
50,1.0,0.5,16,30,,inf
50,1.0,0.5,16,31,,inf
50,1.0,0.5,16,32,,inf
50,1.0,0.5,16,33,,inf
50,1.0,0.5,16,34,,inf
50,1.0,0.5,16,35,,inf
50,1.0,0.5,16,36,,inf
50,1.0,0.5,16,37,,inf
50,1.0,0.5,16,38,,inf
50,1.0,0.5,16,39,,inf
50,1.0,0.5,16,40,,inf
50,1.0,0.5,16,41,,inf
50,1.0,0.5,16,42,,inf
50,1.0,0.5,16,43,,inf
50,1.0,0.5,16,44,,inf
50,1.0,0.5,16,45,,inf
50,1.0,0.5,16,46,,inf
50,1.0,0.5,16,47,,inf
50,1.0,0.5,16,48,,inf
50,1.0,0.5,16,49,,inf
50,1.0,0.5,17,18,,inf
50,1.0,0.5,17,19,,inf
50,1.0,0.5,17,20,,inf
50,1.0,0.5,17,21,,inf
50,1.0,0.5,17,22,,inf
50,1.0,0.5,17,23,,inf
50,1.0,0.5,17,24,,inf
50,1.0,0.5,17,25,,inf
50,1.0,0.5,17,26,,inf
50,1.0,0.5,17,27,,inf
50,1.0,0.5,17,28,,inf
50,1.0,0.5,17,29,,inf
50,1.0,0.5,17,30,,inf
50,1.0,0.5,17,31,,inf
50,1.0,0.5,17,32,,inf
50,1.0,0.5,17,33,,inf
50,1.0,0.5,17,34,,inf
50,1.0,0.5,17,35,,inf
50,1.0,0.5,17,36,,inf
50,1.0,0.5,17,37,,inf
50,1.0,0.5,17,38,,inf
50,1.0,0.5,17,39,,inf
50,1.0,0.5,17,40,,inf
50,1.0,0.5,17,41,,inf
50,1.0,0.5,17,42,,inf
50,1.0,0.5,17,43,,inf
50,1.0,0.5,17,44,,inf
50,1.0,0.5,17,45,,inf
50,1.0,0.5,17,46,,inf
50,1.0,0.5,17,47,,inf
50,1.0,0.5,17,48,,inf
50,1.0,0.5,17,49,,inf
50,1.0,0.5,18,19,,inf
50,1.0,0.5,18,20,,inf
50,1.0,0.5,18,21,,inf
50,1.0,0.5,18,22,,inf
50,1.0,0.5,18,23,,inf
50,1.0,0.5,18,24,,inf
50,1.0,0.5,18,25,,inf
50,1.0,0.5,18,26,,inf
50,1.0,0.5,18,27,,inf
50,1.0,0.5,18,28,,inf
50,1.0,0.5,18,29,,inf
50,1.0,0.5,18,30,,inf
50,1.0,0.5,18,31,,inf
50,1.0,0.5,18,32,,inf
50,1.0,0.5,18,33,,inf
50,1.0,0.5,18,34,,inf
50,1.0,0.5,18,35,,inf
50,1.0,0.5,18,36,,inf
50,1.0,0.5,18,37,,inf
50,1.0,0.5,18,38,,inf
50,1.0,0.5,18,39,,inf
50,1.0,0.5,18,40,,inf
50,1.0,0.5,18,41,,inf
50,1.0,0.5,18,42,,inf
50,1.0,0.5,18,43,,inf
50,1.0,0.5,18,44,,inf
50,1.0,0.5,18,45,,inf
50,1.0,0.5,18,46,,inf
50,1.0,0.5,18,47,,inf
50,1.0,0.5,18,48,,inf
50,1.0,0.5,18,49,,inf
50,1.0,0.5,19,20,,inf
50,1.0,0.5,19,21,,inf
50,1.0,0.5,19,22,,inf
50,1.0,0.5,19,23,,inf
50,1.0,0.5,19,24,,inf
50,1.0,0.5,19,25,,inf
50,1.0,0.5,19,26,,inf
50,1.0,0.5,19,27,,inf
50,1.0,0.5,19,28,,inf
50,1.0,0.5,19,29,,inf
50,1.0,0.5,19,30,,inf
50,1.0,0.5,19,31,,inf
50,1.0,0.5,19,32,,inf
50,1.0,0.5,19,33,,inf
50,1.0,0.5,19,34,,inf
50,1.0,0.5,19,35,,inf
50,1.0,0.5,19,36,,inf
50,1.0,0.5,19,37,,inf
50,1.0,0.5,19,38,,inf
50,1.0,0.5,19,39,,inf
50,1.0,0.5,19,40,,inf
50,1.0,0.5,19,41,,inf
50,1.0,0.5,19,42,,inf
50,1.0,0.5,19,43,,inf
50,1.0,0.5,19,44,,inf
50,1.0,0.5,19,45,,inf
50,1.0,0.5,19,46,,inf
50,1.0,0.5,19,47,,inf
50,1.0,0.5,19,48,,inf
50,1.0,0.5,19,49,,inf
50,1.0,0.5,20,21,,inf
50,1.0,0.5,20,22,,inf
50,1.0,0.5,20,23,,inf
50,1.0,0.5,20,24,,inf
50,1.0,0.5,20,25,,inf
50,1.0,0.5,20,26,,inf
50,1.0,0.5,20,27,,inf
50,1.0,0.5,20,28,,inf
50,1.0,0.5,20,29,,inf
50,1.0,0.5,20,30,,inf
50,1.0,0.5,20,31,,inf
50,1.0,0.5,20,32,,inf
50,1.0,0.5,20,33,,inf
50,1.0,0.5,20,34,,inf
50,1.0,0.5,20,35,,inf
50,1.0,0.5,20,36,,inf
50,1.0,0.5,20,37,,inf
50,1.0,0.5,20,38,,inf
50,1.0,0.5,20,39,,inf
50,1.0,0.5,20,40,,inf
50,1.0,0.5,20,41,,inf
50,1.0,0.5,20,42,,inf
50,1.0,0.5,20,43,,inf
50,1.0,0.5,20,44,,inf
50,1.0,0.5,20,45,,inf
50,1.0,0.5,20,46,,inf
50,1.0,0.5,20,47,,inf
50,1.0,0.5,20,48,,inf
50,1.0,0.5,20,49,,inf
50,1.0,0.5,21,22,,inf
50,1.0,0.5,21,23,,inf
50,1.0,0.5,21,24,,inf
50,1.0,0.5,21,25,,inf
50,1.0,0.5,21,26,,inf
50,1.0,0.5,21,27,,inf
50,1.0,0.5,21,28,,inf
50,1.0,0.5,21,29,,inf
50,1.0,0.5,21,30,,inf
50,1.0,0.5,21,31,,inf
50,1.0,0.5,21,32,,inf
50,1.0,0.5,21,33,,inf
50,1.0,0.5,21,34,,inf
50,1.0,0.5,21,35,,inf
50,1.0,0.5,21,36,,inf
50,1.0,0.5,21,37,,inf
50,1.0,0.5,21,38,,inf
50,1.0,0.5,21,39,,inf
50,1.0,0.5,21,40,,inf
50,1.0,0.5,21,41,,inf
50,1.0,0.5,21,42,,inf
50,1.0,0.5,21,43,,inf
50,1.0,0.5,21,44,,inf
50,1.0,0.5,21,45,,inf
50,1.0,0.5,21,46,,inf
50,1.0,0.5,21,47,,inf
50,1.0,0.5,21,48,,inf
50,1.0,0.5,21,49,,inf
50,1.0,0.5,22,23,,inf
50,1.0,0.5,22,24,,inf
50,1.0,0.5,22,25,,inf
50,1.0,0.5,22,26,,inf
50,1.0,0.5,22,27,,inf
50,1.0,0.5,22,28,,inf
50,1.0,0.5,22,29,,inf
50,1.0,0.5,22,30,,inf
50,1.0,0.5,22,31,,inf
50,1.0,0.5,22,32,,inf
50,1.0,0.5,22,33,,inf
50,1.0,0.5,22,34,,inf
50,1.0,0.5,22,35,,inf
50,1.0,0.5,22,36,,inf
50,1.0,0.5,22,37,,inf
50,1.0,0.5,22,38,,inf
50,1.0,0.5,22,39,,inf
50,1.0,0.5,22,40,,inf
50,1.0,0.5,22,41,,inf
50,1.0,0.5,22,42,,inf
50,1.0,0.5,22,43,,inf
50,1.0,0.5,22,44,,inf
50,1.0,0.5,22,45,,inf
50,1.0,0.5,22,46,,inf
50,1.0,0.5,22,47,,inf
50,1.0,0.5,22,48,,inf
50,1.0,0.5,22,49,,inf
50,1.0,0.5,23,24,,inf
50,1.0,0.5,23,25,,inf
50,1.0,0.5,23,26,,inf
50,1.0,0.5,23,27,,inf
50,1.0,0.5,23,28,,inf
50,1.0,0.5,23,29,,inf
50,1.0,0.5,23,30,,inf
50,1.0,0.5,23,31,,inf
50,1.0,0.5,23,32,,inf
50,1.0,0.5,23,33,,inf
50,1.0,0.5,23,34,,inf
50,1.0,0.5,23,35,,inf
50,1.0,0.5,23,36,,inf
50,1.0,0.5,23,37,,inf
50,1.0,0.5,23,38,,inf
50,1.0,0.5,23,39,,inf
50,1.0,0.5,23,40,,inf
50,1.0,0.5,23,41,,inf
50,1.0,0.5,23,42,,inf
50,1.0,0.5,23,43,,inf
50,1.0,0.5,23,44,,inf
50,1.0,0.5,23,45,,inf
50,1.0,0.5,23,46,,inf
50,1.0,0.5,23,47,,inf
50,1.0,0.5,23,48,,inf
50,1.0,0.5,23,49,,inf
50,1.0,0.5,24,25,,inf
50,1.0,0.5,24,26,,inf
50,1.0,0.5,24,27,,inf
50,1.0,0.5,24,28,,inf
50,1.0,0.5,24,29,,inf
50,1.0,0.5,24,30,,inf
50,1.0,0.5,24,31,,inf
50,1.0,0.5,24,32,,inf
50,1.0,0.5,24,33,,inf
50,1.0,0.5,24,34,,inf
50,1.0,0.5,24,35,,inf
50,1.0,0.5,24,36,,inf
50,1.0,0.5,24,37,,inf
50,1.0,0.5,24,38,,inf
50,1.0,0.5,24,39,,inf
50,1.0,0.5,24,40,,inf
50,1.0,0.5,24,41,,inf
50,1.0,0.5,24,42,,inf
50,1.0,0.5,24,43,,inf
50,1.0,0.5,24,44,,inf
50,1.0,0.5,24,45,,inf
50,1.0,0.5,24,46,,inf
50,1.0,0.5,24,47,,inf
50,1.0,0.5,24,48,,inf
50,1.0,0.5,24,49,,inf
50,1.0,0.5,25,26,,inf
50,1.0,0.5,25,27,,inf
50,1.0,0.5,25,28,,inf
50,1.0,0.5,25,29,,inf
50,1.0,0.5,25,30,,inf
50,1.0,0.5,25,31,,inf
50,1.0,0.5,25,32,,inf
50,1.0,0.5,25,33,,inf
50,1.0,0.5,25,34,,inf
50,1.0,0.5,25,35,,inf
50,1.0,0.5,25,36,,inf
50,1.0,0.5,25,37,,inf
50,1.0,0.5,25,38,,inf
50,1.0,0.5,25,39,,inf
50,1.0,0.5,25,40,,inf
50,1.0,0.5,25,41,,inf
50,1.0,0.5,25,42,,inf
50,1.0,0.5,25,43,,inf
50,1.0,0.5,25,44,,inf
50,1.0,0.5,25,45,,inf
50,1.0,0.5,25,46,,inf
50,1.0,0.5,25,47,,inf
50,1.0,0.5,25,48,,inf
50,1.0,0.5,25,49,,inf
50,1.0,0.5,26,27,,inf
50,1.0,0.5,26,28,,inf
50,1.0,0.5,26,29,,inf
50,1.0,0.5,26,30,,inf
50,1.0,0.5,26,31,,inf
50,1.0,0.5,26,32,,inf
50,1.0,0.5,26,33,,inf
50,1.0,0.5,26,34,,inf
50,1.0,0.5,26,35,,inf
50,1.0,0.5,26,36,,inf
50,1.0,0.5,26,37,,inf
50,1.0,0.5,26,38,,inf
50,1.0,0.5,26,39,,inf
50,1.0,0.5,26,40,,inf
50,1.0,0.5,26,41,,inf
50,1.0,0.5,26,42,,inf
50,1.0,0.5,26,43,,inf
50,1.0,0.5,26,44,,inf
50,1.0,0.5,26,45,,inf
50,1.0,0.5,26,46,,inf
50,1.0,0.5,26,47,,inf
50,1.0,0.5,26,48,,inf
50,1.0,0.5,26,49,,inf
50,1.0,0.5,27,28,,inf
50,1.0,0.5,27,29,,inf
50,1.0,0.5,27,30,,inf
50,1.0,0.5,27,31,,inf
50,1.0,0.5,27,32,,inf
50,1.0,0.5,27,33,,inf
50,1.0,0.5,27,34,,inf
50,1.0,0.5,27,35,,inf
50,1.0,0.5,27,36,,inf
50,1.0,0.5,27,37,,inf
50,1.0,0.5,27,38,,inf
50,1.0,0.5,27,39,,inf
50,1.0,0.5,27,40,,inf
50,1.0,0.5,27,41,,inf
50,1.0,0.5,27,42,,inf
50,1.0,0.5,27,43,,inf
50,1.0,0.5,27,44,,inf
50,1.0,0.5,27,45,,inf
50,1.0,0.5,27,46,,inf
50,1.0,0.5,27,47,,inf
50,1.0,0.5,27,48,,inf
50,1.0,0.5,27,49,,inf
50,1.0,0.5,28,29,,inf
50,1.0,0.5,28,30,,inf
50,1.0,0.5,28,31,,inf
50,1.0,0.5,28,32,,inf
50,1.0,0.5,28,33,,inf
50,1.0,0.5,28,34,,inf
50,1.0,0.5,28,35,,inf
50,1.0,0.5,28,36,,inf
50,1.0,0.5,28,37,,inf
50,1.0,0.5,28,38,,inf
50,1.0,0.5,28,39,,inf
50,1.0,0.5,28,40,,inf
50,1.0,0.5,28,41,,inf
50,1.0,0.5,28,42,,inf
50,1.0,0.5,28,43,,inf
50,1.0,0.5,28,44,,inf
50,1.0,0.5,28,45,,inf
50,1.0,0.5,28,46,,inf
50,1.0,0.5,28,47,,inf
50,1.0,0.5,28,48,,inf
50,1.0,0.5,28,49,,inf
50,1.0,0.5,29,30,,inf
50,1.0,0.5,29,31,,inf
50,1.0,0.5,29,32,,inf
50,1.0,0.5,29,33,,inf
50,1.0,0.5,29,34,,inf
50,1.0,0.5,29,35,,inf
50,1.0,0.5,29,36,,inf
50,1.0,0.5,29,37,,inf
50,1.0,0.5,29,38,,inf
50,1.0,0.5,29,39,,inf
50,1.0,0.5,29,40,,inf
50,1.0,0.5,29,41,,inf
50,1.0,0.5,29,42,,inf
50,1.0,0.5,29,43,,inf
50,1.0,0.5,29,44,,inf
50,1.0,0.5,29,45,,inf
50,1.0,0.5,29,46,,inf
50,1.0,0.5,29,47,,inf
50,1.0,0.5,29,48,,inf
50,1.0,0.5,29,49,,inf
50,1.0,0.5,30,31,,inf
50,1.0,0.5,30,32,,inf
50,1.0,0.5,30,33,,inf
50,1.0,0.5,30,34,,inf
50,1.0,0.5,30,35,,inf
50,1.0,0.5,30,36,,inf
50,1.0,0.5,30,37,,inf
50,1.0,0.5,30,38,,inf
50,1.0,0.5,30,39,,inf
50,1.0,0.5,30,40,,inf
50,1.0,0.5,30,41,,inf
50,1.0,0.5,30,42,,inf
50,1.0,0.5,30,43,,inf
50,1.0,0.5,30,44,,inf
50,1.0,0.5,30,45,,inf
50,1.0,0.5,30,46,,inf
50,1.0,0.5,30,47,,inf
50,1.0,0.5,30,48,,inf
50,1.0,0.5,30,49,,inf
50,1.0,0.5,31,32,,inf
50,1.0,0.5,31,33,,inf
50,1.0,0.5,31,34,,inf
50,1.0,0.5,31,35,,inf
50,1.0,0.5,31,36,,inf
50,1.0,0.5,31,37,,inf
50,1.0,0.5,31,38,,inf
50,1.0,0.5,31,39,,inf
50,1.0,0.5,31,40,,inf
50,1.0,0.5,31,41,,inf
50,1.0,0.5,31,42,,inf
50,1.0,0.5,31,43,,inf
50,1.0,0.5,31,44,,inf
50,1.0,0.5,31,45,,inf
50,1.0,0.5,31,46,,inf
50,1.0,0.5,31,47,,inf
50,1.0,0.5,31,48,,inf
50,1.0,0.5,31,49,,inf
50,1.0,0.5,32,33,,inf
50,1.0,0.5,32,34,,inf
50,1.0,0.5,32,35,,inf
50,1.0,0.5,32,36,,inf
50,1.0,0.5,32,37,,inf
50,1.0,0.5,32,38,,inf
50,1.0,0.5,32,39,,inf
50,1.0,0.5,32,40,,inf
50,1.0,0.5,32,41,,inf
50,1.0,0.5,32,42,,inf
50,1.0,0.5,32,43,,inf
50,1.0,0.5,32,44,,inf
50,1.0,0.5,32,45,,inf
50,1.0,0.5,32,46,,inf
50,1.0,0.5,32,47,,inf
50,1.0,0.5,32,48,,inf
50,1.0,0.5,32,49,,inf
50,1.0,0.5,33,34,,inf
50,1.0,0.5,33,35,,inf
50,1.0,0.5,33,36,,inf
50,1.0,0.5,33,37,,inf
50,1.0,0.5,33,38,,inf
50,1.0,0.5,33,39,,inf
50,1.0,0.5,33,40,,inf
50,1.0,0.5,33,41,,inf
50,1.0,0.5,33,42,,inf
50,1.0,0.5,33,43,,inf
50,1.0,0.5,33,44,,inf
50,1.0,0.5,33,45,,inf
50,1.0,0.5,33,46,,inf
50,1.0,0.5,33,47,,inf
50,1.0,0.5,33,48,,inf
50,1.0,0.5,33,49,,inf
50,1.0,0.5,34,35,,inf
50,1.0,0.5,34,36,,inf
50,1.0,0.5,34,37,,inf
50,1.0,0.5,34,38,,inf
50,1.0,0.5,34,39,,inf
50,1.0,0.5,34,40,,inf
50,1.0,0.5,34,41,,inf
50,1.0,0.5,34,42,,inf
50,1.0,0.5,34,43,,inf
50,1.0,0.5,34,44,,inf
50,1.0,0.5,34,45,,inf
50,1.0,0.5,34,46,,inf
50,1.0,0.5,34,47,,inf
50,1.0,0.5,34,48,,inf
50,1.0,0.5,34,49,,inf
50,1.0,0.5,35,36,,inf
50,1.0,0.5,35,37,,inf
50,1.0,0.5,35,38,,inf
50,1.0,0.5,35,39,,inf
50,1.0,0.5,35,40,,inf
50,1.0,0.5,35,41,,inf
50,1.0,0.5,35,42,,inf
50,1.0,0.5,35,43,,inf
50,1.0,0.5,35,44,,inf
50,1.0,0.5,35,45,,inf
50,1.0,0.5,35,46,,inf
50,1.0,0.5,35,47,,inf
50,1.0,0.5,35,48,,inf
50,1.0,0.5,35,49,,inf
50,1.0,0.5,36,37,,inf
50,1.0,0.5,36,38,,inf
50,1.0,0.5,36,39,,inf
50,1.0,0.5,36,40,,inf
50,1.0,0.5,36,41,,inf
50,1.0,0.5,36,42,,inf
50,1.0,0.5,36,43,,inf
50,1.0,0.5,36,44,,inf
50,1.0,0.5,36,45,,inf
50,1.0,0.5,36,46,,inf
50,1.0,0.5,36,47,,inf
50,1.0,0.5,36,48,,inf
50,1.0,0.5,36,49,,inf
50,1.0,0.5,37,38,,inf
50,1.0,0.5,37,39,,inf
50,1.0,0.5,37,40,,inf
50,1.0,0.5,37,41,,inf
50,1.0,0.5,37,42,,inf
50,1.0,0.5,37,43,,inf
50,1.0,0.5,37,44,,inf
50,1.0,0.5,37,45,,inf
50,1.0,0.5,37,46,,inf
50,1.0,0.5,37,47,,inf
50,1.0,0.5,37,48,,inf
50,1.0,0.5,37,49,,inf
50,1.0,0.5,38,39,,inf
50,1.0,0.5,38,40,,inf
50,1.0,0.5,38,41,,inf
50,1.0,0.5,38,42,,inf
50,1.0,0.5,38,43,,inf
50,1.0,0.5,38,44,,inf
50,1.0,0.5,38,45,,inf
50,1.0,0.5,38,46,,inf
50,1.0,0.5,38,47,,inf
50,1.0,0.5,38,48,,inf
50,1.0,0.5,38,49,,inf
50,1.0,0.5,39,40,,inf
50,1.0,0.5,39,41,,inf
50,1.0,0.5,39,42,,inf
50,1.0,0.5,39,43,,inf
50,1.0,0.5,39,44,,inf
50,1.0,0.5,39,45,,inf
50,1.0,0.5,39,46,,inf
50,1.0,0.5,39,47,,inf
